source,target,Type,weight
567,603,Undirected,4
567,617,Undirected,6
567,667,Undirected,3
567,756,Undirected,4
568,632,Undirected,10
568,700,Undirected,14
571,744,Undirected,7
572,744,Undirected,3
573,583,Undirected,4
573,600,Undirected,7
573,607,Undirected,5
573,617,Undirected,23
573,656,Undirected,5
573,661,Undirected,6
573,667,Undirected,8
573,696,Undirected,101
573,753,Undirected,3
573,781,Undirected,5
573,786,Undirected,7
574,584,Undirected,6
574,603,Undirected,3
574,604,Undirected,3
574,631,Undirected,9
574,667,Undirected,3
575,631,Undirected,3
576,627,Undirected,4
576,675,Undirected,8
576,715,Undirected,5
576,760,Undirected,5
576,788,Undirected,15
578,602,Undirected,8
580,600,Undirected,8
580,612,Undirected,3
581,711,Undirected,4
584,600,Undirected,25
584,602,Undirected,80
584,632,Undirected,7
584,633,Undirected,16
584,667,Undirected,110
584,669,Undirected,3
584,726,Undirected,23
584,729,Undirected,3
584,742,Undirected,18
585,625,Undirected,3
586,655,Undirected,5
587,781,Undirected,3
588,591,Undirected,3
588,602,Undirected,48
588,633,Undirected,3
588,729,Undirected,4
588,746,Undirected,15
591,746,Undirected,3
592,745,Undirected,3
595,667,Undirected,3
596,600,Undirected,28
596,617,Undirected,3
598,600,Undirected,53
598,607,Undirected,3
598,633,Undirected,20
598,696,Undirected,20
598,726,Undirected,4
598,753,Undirected,5
600,602,Undirected,9
600,605,Undirected,3
600,607,Undirected,27
600,612,Undirected,4
600,614,Undirected,5
600,617,Undirected,24
600,622,Undirected,4
600,628,Undirected,8
600,631,Undirected,4
600,633,Undirected,44
600,666,Undirected,5
600,667,Undirected,22
600,671,Undirected,4
600,672,Undirected,3
600,677,Undirected,3
600,696,Undirected,76
600,716,Undirected,3
600,721,Undirected,3
600,726,Undirected,44
600,729,Undirected,30
600,736,Undirected,3
600,742,Undirected,3
600,751,Undirected,40
600,754,Undirected,4
600,762,Undirected,3
600,770,Undirected,3
600,781,Undirected,6
600,790,Undirected,3
601,633,Undirected,17
601,693,Undirected,4
601,726,Undirected,9
601,789,Undirected,4
602,632,Undirected,14
602,633,Undirected,35
602,667,Undirected,68
602,684,Undirected,5
602,699,Undirected,6
602,710,Undirected,12
602,726,Undirected,42
602,729,Undirected,29
602,737,Undirected,3
602,742,Undirected,44
602,743,Undirected,3
602,746,Undirected,16
602,768,Undirected,3
604,619,Undirected,3
604,667,Undirected,4
604,740,Undirected,3
605,762,Undirected,3
607,617,Undirected,4
607,696,Undirected,21
607,726,Undirected,10
607,753,Undirected,3
607,772,Undirected,7
607,781,Undirected,6
608,652,Undirected,3
608,744,Undirected,3
609,744,Undirected,7
610,696,Undirected,4
613,726,Undirected,20
613,785,Undirected,12
613,792,Undirected,9
617,628,Undirected,3
617,667,Undirected,18
617,696,Undirected,14
617,726,Undirected,6
617,729,Undirected,13
617,740,Undirected,12
617,750,Undirected,4
617,751,Undirected,3
617,756,Undirected,6
617,781,Undirected,5
618,667,Undirected,3
619,646,Undirected,4
619,740,Undirected,6
619,790,Undirected,4
619,795,Undirected,5
622,751,Undirected,9
624,665,Undirected,5
624,696,Undirected,12
627,715,Undirected,6
627,788,Undirected,8
628,671,Undirected,4
628,754,Undirected,5
629,667,Undirected,20
631,657,Undirected,19
631,667,Undirected,37
631,694,Undirected,7
631,784,Undirected,18
632,633,Undirected,53
632,699,Undirected,16
632,700,Undirected,23
632,701,Undirected,4
632,710,Undirected,5
632,726,Undirected,25
633,644,Undirected,8
633,667,Undirected,11
633,688,Undirected,7
633,709,Undirected,3
633,710,Undirected,13
633,726,Undirected,118
633,727,Undirected,3
633,729,Undirected,6
633,742,Undirected,8
633,769,Undirected,5
633,789,Undirected,3
634,725,Undirected,3
635,640,Undirected,4
635,662,Undirected,4
637,726,Undirected,8
637,787,Undirected,4
638,733,Undirected,12
640,648,Undirected,8
640,667,Undirected,41
640,737,Undirected,15
640,777,Undirected,5
642,762,Undirected,3
644,667,Undirected,3
644,680,Undirected,3
644,688,Undirected,3
644,726,Undirected,68
644,727,Undirected,7
644,742,Undirected,27
645,702,Undirected,8
645,726,Undirected,32
645,730,Undirected,4
646,701,Undirected,6
646,795,Undirected,3
647,708,Undirected,3
648,667,Undirected,7
648,710,Undirected,3
648,737,Undirected,4
651,726,Undirected,4
653,667,Undirected,3
654,658,Undirected,3
656,661,Undirected,6
656,696,Undirected,4
661,696,Undirected,8
661,786,Undirected,3
664,696,Undirected,3
665,696,Undirected,7
667,669,Undirected,3
667,695,Undirected,3
667,696,Undirected,10
667,710,Undirected,16
667,724,Undirected,7
667,726,Undirected,52
667,729,Undirected,30
667,737,Undirected,15
667,742,Undirected,10
667,771,Undirected,3
667,781,Undirected,19
671,751,Undirected,3
673,788,Undirected,3
674,696,Undirected,4
674,763,Undirected,3
675,715,Undirected,5
675,788,Undirected,9
676,726,Undirected,7
676,787,Undirected,6
677,781,Undirected,3
679,725,Undirected,3
680,726,Undirected,7
682,789,Undirected,4
683,790,Undirected,3
684,710,Undirected,8
684,726,Undirected,3
685,744,Undirected,10
688,726,Undirected,9
689,708,Undirected,3
695,781,Undirected,3
696,726,Undirected,3
696,729,Undirected,3
696,735,Undirected,3
696,744,Undirected,3
696,750,Undirected,3
696,751,Undirected,4
696,752,Undirected,6
696,753,Undirected,6
696,763,Undirected,3
696,764,Undirected,17
696,774,Undirected,4
696,781,Undirected,3
696,786,Undirected,5
697,738,Undirected,7
702,726,Undirected,13
702,742,Undirected,3
704,770,Undirected,6
710,726,Undirected,26
710,729,Undirected,11
712,715,Undirected,8
715,737,Undirected,9
715,760,Undirected,9
715,788,Undirected,11
723,726,Undirected,8
726,727,Undirected,11
726,729,Undirected,117
726,739,Undirected,9
726,742,Undirected,107
726,746,Undirected,4
726,747,Undirected,6
726,769,Undirected,5
726,772,Undirected,4
726,785,Undirected,15
726,787,Undirected,17
726,790,Undirected,10
726,792,Undirected,11
729,740,Undirected,4
729,742,Undirected,9
729,751,Undirected,12
729,761,Undirected,7
729,779,Undirected,3
740,795,Undirected,3
744,776,Undirected,3
752,753,Undirected,15
753,764,Undirected,4
758,767,Undirected,18
759,761,Undirected,6
775,790,Undirected,4
785,792,Undirected,14
