Source,Target,Action_code,Rel_code,Chapter,Page
514,156,1,6,130,224
514,157,1,1,130,224
514,157,1,6,130,224
514,158,1,1,130,224
514,158,1,6,130,224
514,159,1,1,130,224
514,159,1,6,130,224
515,167,1,1,130,224
515,169,1,1,130,224
516,271,4,3,130,224
514,306,12,6,130,224
514,306,7,6,130,224
306,409,6,5,130,224
306,514,7,6,130,224
306,515,6,5,130,224
514,516,,4,130,224
230,306,12,3,130,225
306,110,12,5,130,226
306,110,17,5,130,226
306,110,5,5,130,226
110,306,5,5,130,226
517,328,1,1,130,226
306,514,12,6,130,226
110,517,6,5,130,226
271,103,12,3,131,227
271,103,7,3,131,227
271,103,4,3,131,227
271,110,12,3,131,227
271,237,12,3,131,227
110,237,12,3,131,227
271,237,7,3,131,227
271,237,7,3,131,227
110,271,7,3,131,227
271,516,12,3,131,227
685,82,12,3,131,228
685,82,7,3,131,228
237,103,12,3,131,228
82,271,18,3,131,228
82,271,4,3,131,228
82,271,3,3,131,228
237,271,18,3,131,228
306,153,12,3,131,229
306,155,12,3,131,229
306,156,12,3,131,229
306,157,12,3,131,229
306,158,12,3,131,229
306,159,12,3,131,229
271,237,12,3,132,229
271,237,4,3,132,229
237,271,12,3,132,230
271,80,3,3,132,231
271,81,3,3,132,231
271,82,3,3,132,231
271,103,3,3,132,231
237,110,4,3,132,231
271,114,7,3,132,231
114,173,4,3,132,231
271,173,3,3,132,231
271,237,3,3,132,231
114,271,18,3,132,231
114,271,12,3,132,231
114,271,4,3,132,231
114,271,3,3,132,231
130,306,17,5,132,231
114,682,18,3,132,231
306,153,12,3,133,232
306,375,12,3,133,232
522,306,3,3,134,234
522,306,12,3,134,234
306,321,12,2,134,234
306,321,4,2,134,234
306,522,8,3,134,234
306,522,4,3,134,234
522,523,2,2,134,234
523,524,1,1,134,234
339,336,1,1,134,235
534,339,1,1,134,235
535,339,1,1,134,235
533,410,1,1,134,235
532,524,1,1,134,235
306,524,3,3,134,235
306,524,4,3,134,235
529,525,1,1,134,235
306,525,3,3,134,235
306,525,4,3,134,235
525,526,1,1,134,235
526,527,1,1,134,235
527,528,1,1,134,235
306,529,3,3,134,235
306,529,4,3,134,235
306,530,3,3,134,235
306,530,4,3,134,235
530,531,1,1,134,235
524,533,2,2,134,235
306,534,12,3,134,235
534,535,1,1,134,235
306,535,12,3,134,235
534,536,1,1,134,235
535,536,1,1,134,235
536,537,1,1,134,235
343,306,8,3,134,236
547,338,1,1,134,236
306,343,12,3,134,236
306,343,4,3,134,236
306,343,3,3,134,236
549,486,1,1,134,236
306,532,12,3,134,236
306,532,4,3,134,236
306,532,3,3,134,236
306,534,8,3,134,236
306,534,3,3,134,236
306,535,8,3,134,236
306,535,3,3,134,236
534,536,12,1,134,236
535,536,12,1,134,236
532,538,1,1,134,236
538,539,1,1,134,236
539,540,1,1,134,236
540,541,1,1,134,236
541,542,1,1,134,236
542,543,1,1,134,236
532,544,1,1,134,236
538,545,1,1,134,236
545,546,1,1,134,236
546,547,1,1,134,236
532,548,2,2,134,236
548,549,1,1,134,236
321,306,8,2,134,237
530,306,8,3,134,237
306,321,12,2,134,237
306,530,12,3,134,237
271,173,12,3,135,237
271,82,12,3,135,238
271,82,7,3,135,238
173,271,7,3,135,238
271,103,12,3,135,239
82,103,12,3,135,239
271,103,4,3,135,239
271,103,17,3,135,239
103,306,14,5,135,239
103,686,14,4,135,239
103,82,3,3,135,240
103,271,3,3,135,240
271,114,12,3,135,241
271,114,7,3,135,241
375,114,19,6,136,242
306,114,12,6,136,242
114,306,5,5,136,242
114,306,12,6,136,242
114,306,18,6,136,242
114,687,3,3,136,242
114,687,12,3,136,242
321,306,12,3,136,243
114,82,7,3,137,243
82,114,12,3,137,243
552,463,1,1,138,244
306,532,12,3,138,244
306,532,4,3,138,244
520,550,1,1,138,244
550,551,1,1,138,244
551,552,1,1,138,244
551,553,1,1,138,244
553,554,1,1,138,244
554,555,1,1,138,244
555,556,1,1,138,244
532,306,7,3,138,245
557,306,3,3,138,245
558,306,3,3,138,245
559,306,3,3,138,245
560,306,3,3,138,245
562,306,3,3,138,245
688,306,3,3,138,245
532,557,12,3,138,245
532,557,4,3,138,245
532,557,3,3,138,245
532,558,12,3,138,245
532,558,4,3,138,245
532,558,3,3,138,245
532,559,12,3,138,245
532,559,4,3,138,245
532,559,3,3,138,245
532,560,12,3,138,245
532,560,4,3,138,245
532,560,3,3,138,245
560,561,1,1,138,245
532,562,12,3,138,245
532,562,4,3,138,245
532,562,3,3,138,245
562,563,1,1,138,245
306,688,4,3,138,245
306,688,15,3,138,245
532,306,12,3,138,246
532,520,12,3,138,246
306,520,12,3,138,246
522,520,12,3,138,246
532,520,4,3,138,246
306,520,4,3,138,246
520,306,3,3,138,247
520,453,12,3,138,247
522,520,4,3,138,247
306,520,8,3,138,247
520,522,3,3,138,247
520,532,3,3,138,247
453,520,7,3,138,248
114,82,12,3,139,248
271,82,12,3,139,248
173,82,12,3,139,248
237,82,12,3,139,248
114,103,12,3,139,248
271,103,12,3,139,248
173,103,12,3,139,248
237,103,12,3,139,248
82,103,12,3,139,248
114,173,12,3,139,248
271,173,12,3,139,248
114,237,12,3,139,248
271,237,12,3,139,248
173,237,12,3,139,248
114,271,12,3,139,248
193,114,15,6,139,249
193,173,15,6,139,249
173,193,12,3,139,249
237,193,12,3,139,249
271,193,12,3,139,249
114,193,12,3,139,249
82,193,12,3,139,249
80,193,12,3,139,249
81,193,12,3,139,249
114,193,4,3,139,249
173,193,4,6,139,249
453,114,7,3,139,250
453,173,7,3,139,250
173,453,12,3,139,250
237,453,12,3,139,250
271,453,12,3,139,250
114,453,12,3,139,250
82,453,12,3,139,250
80,453,12,3,139,250
81,453,12,3,139,250
114,453,4,3,139,250
173,453,4,3,139,250
453,114,3,3,139,251
453,173,3,3,139,251
410,80,3,3,140,251
410,80,4,3,140,251
410,81,3,3,140,251
410,81,4,3,140,251
410,82,3,3,140,251
410,82,4,3,140,251
410,114,3,3,140,251
410,114,4,3,140,251
410,173,3,3,140,251
410,173,4,3,140,251
565,193,1,1,140,251
410,237,3,3,140,251
410,237,4,3,140,251
410,271,3,3,140,251
410,271,4,3,140,251
173,410,12,3,140,251
237,410,12,3,140,251
271,410,12,3,140,251
114,410,12,3,140,251
82,410,12,3,140,251
80,410,12,3,140,251
81,410,12,3,140,251
564,410,2,7,140,251
410,564,2,7,140,251
410,564,12,7,140,251
566,410,1,1,140,252
565,566,2,2,140,252
103,306,14,5,141,252
80,153,14,5,141,253
80,155,14,5,141,253
80,156,14,5,141,253
80,157,14,5,141,253
80,158,14,5,141,253
80,159,14,5,141,253
81,190,14,5,141,253
271,230,14,5,141,253
271,266,14,5,141,253
271,346,14,5,141,253
82,375,14,5,141,253
81,468,14,5,141,253
114,504,14,5,141,253
567,510,1,1,141,253
81,510,14,5,141,253
114,518,14,5,141,253
114,519,14,5,141,253
114,567,14,5,141,253
520,306,12,3,141,254
520,306,7,3,141,254
306,326,4,1,141,254
306,563,4,3,141,254
306,563,3,3,141,254
103,569,14,6,142,253
103,570,14,6,142,253
103,571,14,6,142,253
306,520,12,3,142,255
306,153,12,3,142,258
114,103,12,3,142,259
689,103,7,6,142,259
689,114,7,6,142,259
689,130,4,6,142,259
130,689,7,6,142,259
689,103,7,6,142,260
689,114,7,6,142,260
689,130,4,6,142,260
306,520,12,3,142,260
130,689,7,6,142,260
114,103,12,3,142,261
689,130,4,6,142,261
520,153,12,3,142,261
520,155,12,3,142,261
520,156,12,3,142,261
520,157,12,3,142,261
520,158,12,3,142,261
520,159,12,3,142,261
690,193,4,6,142,261
690,306,7,6,142,261
690,520,7,6,142,261
130,689,7,6,142,261
193,690,7,6,142,261
689,103,7,6,142,262
689,114,7,6,142,262
343,193,4,3,142,262
343,306,7,3,142,262
193,343,7,3,142,262
306,520,12,3,142,262
343,520,7,3,142,262
686,306,14,6,142,263
306,520,12,3,142,263
689,103,7,6,144,265
689,114,7,6,144,265
689,130,4,6,144,265
103,306,14,5,144,265
103,520,14,5,144,265
130,689,7,6,144,265
520,103,14,5,144,266
520,114,14,5,144,266
520,306,12,3,144,266
691,306,14,6,144,267
103,691,14,6,144,267
173,103,12,3,144,269
173,103,12,3,144,269
173,114,12,3,144,269
520,306,12,3,144,269
271,114,12,3,145,270
689,130,4,6,145,270
522,271,5,5,145,270
530,271,5,5,145,270
518,306,1,1,145,270
693,306,3,3,145,270
130,518,6,5,145,270
271,519,6,5,145,270
271,522,5,5,145,270
271,693,6,5,145,270
114,153,5,5,145,271
130,153,5,5,145,271
237,153,5,5,145,271
173,153,5,5,145,271
114,155,5,5,145,271
130,155,5,5,145,271
237,155,5,5,145,271
173,155,5,5,145,271
114,156,5,5,145,271
130,156,5,5,145,271
237,156,5,5,145,271
173,156,5,5,145,271
114,157,5,5,145,271
130,157,5,5,145,271
237,157,5,5,145,271
173,157,5,5,145,271
114,158,5,5,145,271
130,158,5,5,145,271
237,158,5,5,145,271
173,158,5,5,145,271
114,159,5,5,145,271
130,159,5,5,145,271
237,159,5,5,145,271
173,159,5,5,145,271
532,271,5,5,145,271
114,306,5,5,145,271
130,306,5,5,145,271
237,306,5,5,145,271
173,306,5,5,145,271
271,343,5,5,145,271
573,410,1,1,145,271
82,522,5,5,145,271
271,530,5,5,145,271
696,532,19,3,145,271
271,532,5,5,145,271
82,535,6,5,145,271
573,572,5,5,145,271
410,673,5,5,145,271
103,673,5,5,145,271
82,673,5,5,145,271
410,694,5,5,145,271
103,694,5,5,145,271
82,694,5,5,145,271
410,695,5,5,145,271
103,695,5,5,145,271
82,695,5,5,145,271
271,696,5,5,145,271
453,306,12,3,145,272
453,306,7,3,145,272
321,350,12,1,145,272
130,114,12,1,145,273
114,193,5,5,145,273
578,306,5,5,145,273
576,343,15,6,145,273
577,410,3,3,145,273
522,576,6,5,145,273
306,577,6,5,145,273
576,673,15,6,145,273
321,114,12,3,145,274
271,193,15,5,145,274
82,271,7,3,145,274
193,271,15,5,145,274
271,321,12,5,145,274
82,321,12,5,145,274
271,520,6,5,145,274
321,453,4,3,145,275
453,114,4,3,145,276
453,173,4,3,145,276
306,173,12,6,145,276
173,306,12,6,145,276
114,453,12,3,145,276
80,453,12,3,145,276
81,453,12,3,145,276
410,453,12,3,145,276
173,453,12,3,145,276
237,453,12,3,145,276
306,153,12,3,145,277
306,155,12,3,145,277
306,156,12,3,145,277
306,157,12,3,145,277
306,158,12,3,145,277
306,159,12,3,145,277
82,271,18,3,145,277
173,410,18,3,145,277
237,410,18,3,145,277
114,410,18,3,145,277
173,410,8,3,145,277
237,410,8,3,145,277
114,410,8,3,145,277
271,410,8,3,145,277
82,410,8,3,145,277
114,453,8,3,145,277
271,82,12,3,146,278
697,271,7,6,146,278
271,697,12,6,146,278
698,82,12,3,146,279
698,82,7,3,146,279
699,82,6,5,146,279
82,155,5,5,146,279
82,155,5,5,146,279
82,271,12,3,146,279
156,271,5,5,146,279
509,271,5,5,146,279
567,82,5,5,146,280
271,156,6,5,146,280
271,190,5,5,146,280
190,271,5,5,146,280
271,509,6,5,146,280
82,567,5,5,146,280
271,567,6,5,146,280
306,153,12,3,146,281
321,153,12,3,146,281
306,155,12,3,146,281
321,155,12,3,146,281
306,157,12,3,146,281
321,157,12,3,146,281
306,158,12,3,146,281
321,158,12,3,146,281
306,159,12,3,146,281
321,159,12,3,146,281
153,306,12,3,146,281
155,306,12,3,146,281
157,306,12,3,146,281
158,306,12,3,146,281
159,306,12,3,146,281
321,306,7,3,146,281
579,321,1,1,146,281
306,321,12,3,146,281
306,321,4,3,146,281
321,230,12,3,146,282
321,266,12,3,146,282
321,82,12,3,147,282
321,271,12,3,147,282
700,321,7,3,147,282
321,700,12,3,147,282
271,82,12,3,147,283
82,153,3,3,147,283
82,155,3,3,147,283
82,157,3,3,147,283
82,158,3,3,147,283
82,159,3,3,147,283
82,306,3,3,147,283
321,306,12,3,147,283
321,306,7,3,147,283
82,306,12,3,147,283
82,321,8,3,147,283
271,321,8,3,147,283
82,321,12,3,147,283
586,61,1,1,148,284
271,82,4,3,148,284
82,271,12,3,148,284
82,271,7,3,148,284
580,581,1,1,148,284
581,582,1,1,148,284
580,583,2,2,148,284
583,584,1,1,148,284
584,585,1,1,148,284
583,586,1,1,148,284
583,271,7,3,148,285
583,580,15,2,148,285
271,580,3,3,148,285
271,580,12,3,148,285
271,580,4,3,148,285
306,587,12,3,149,286
306,587,4,3,149,286
580,153,16,5,149,287
580,155,16,5,149,287
580,157,16,5,149,287
580,158,16,5,149,287
580,159,16,5,149,287
230,271,17,5,149,287
153,306,12,3,149,287
155,306,12,3,149,287
157,306,12,3,149,287
158,306,12,3,149,287
159,306,12,3,149,287
153,580,12,6,149,287
155,580,12,6,149,287
157,580,12,6,149,287
158,580,12,6,149,287
159,580,12,6,149,287
580,271,12,3,149,288
580,583,12,2,149,288
583,580,15,2,150,288
271,580,12,3,150,288
271,580,12,3,150,288
583,153,16,5,150,289
583,155,16,5,150,289
583,157,16,5,150,289
583,158,16,5,150,289
583,159,16,5,150,289
468,271,5,5,150,289
230,271,5,5,150,289
271,468,6,5,150,289
271,580,12,3,150,289
153,583,12,6,150,289
155,583,12,6,150,289
157,583,12,6,150,289
158,583,12,6,150,289
159,583,12,6,150,289
701,153,3,3,150,290
701,155,3,3,150,290
701,157,3,3,150,290
701,158,3,3,150,290
701,159,3,3,150,290
271,190,6,5,150,290
271,230,5,5,150,290
701,271,5,5,150,290
190,271,5,5,150,290
504,271,5,5,150,290
271,504,6,5,150,290
271,588,6,5,150,290
580,701,5,5,150,290
271,701,6,5,150,290
271,702,7,6,150,290
580,702,7,6,150,290
271,580,12,3,151,291
271,580,12,3,151,291
271,153,12,3,151,292
375,271,5,5,151,292
590,271,5,5,151,292
591,271,5,5,151,292
153,271,5,5,151,292
153,306,12,3,151,292
153,306,4,3,151,292
580,375,5,5,151,292
271,375,6,5,151,292
590,580,5,5,151,292
591,580,5,5,151,292
590,589,1,1,151,292
591,589,1,1,151,292
271,590,6,5,151,292
271,591,6,5,151,292
271,82,12,3,152,293
580,82,12,3,152,293
271,82,4,3,152,293
580,271,12,3,152,293
580,271,4,3,152,293
271,583,12,3,152,293
580,82,3,3,152,294
271,114,12,3,152,294
271,114,7,3,152,294
271,173,12,3,152,294
271,173,7,3,152,294
173,271,8,3,152,294
82,580,4,3,152,294
271,592,3,3,152,294
271,592,4,3,152,294
347,273,3,3,153,295
347,273,12,3,153,295
347,273,19,3,153,295
306,273,3,3,153,295
306,273,12,6,153,295
306,273,7,6,153,295
347,306,19,2,153,295
273,306,3,3,153,295
273,306,5,5,153,295
593,271,7,3,154,296
593,271,3,3,154,296
273,279,18,2,154,296
593,592,7,3,154,296
271,593,12,3,154,296
592,593,12,3,154,296
594,595,1,1,154,296
594,596,1,1,154,296
601,597,1,1,154,296
602,597,1,1,154,296
603,597,1,1,154,296
596,597,2,2,154,296
599,597,2,7,154,296
597,598,1,1,154,296
599,600,1,1,154,296
594,273,4,3,154,297
596,597,,5,154,297
594,597,,5,154,297
594,266,12,6,155,297
271,266,12,5,155,298
271,266,6,5,155,298
306,271,19,5,155,298
594,273,12,3,155,298
594,273,4,3,155,298
271,273,12,5,155,298
271,604,3,3,155,298
592,604,3,3,155,298
593,604,3,3,155,298
606,594,3,3,155,299
594,596,12,1,155,299
594,596,7,1,155,299
273,596,13,2,155,299
606,596,13,2,155,299
606,605,4,7,155,299
594,606,4,3,155,299
605,597,3,3,156,300
606,605,,5,156,300
606,605,2,7,156,300
606,605,12,7,156,300
606,605,4,7,156,300
605,606,7,7,156,300
605,597,7,3,156,301
607,273,3,3,157,301
608,273,3,3,157,301
606,273,3,3,157,301
598,273,,5,157,301
605,273,,5,157,301
601,273,,5,157,301
602,273,,5,157,301
603,273,,5,157,301
599,273,,5,157,301
306,279,3,3,157,301
598,594,,5,157,301
605,594,,5,157,301
601,594,,5,157,301
602,594,,5,157,301
603,594,,5,157,301
599,594,,5,157,301
703,596,12,6,157,301
594,597,,5,157,301
273,597,,5,157,301
606,597,,5,157,301
598,606,,5,157,301
605,606,,5,157,301
601,606,,5,157,301
602,606,,5,157,301
603,606,,5,157,301
599,606,,5,157,301
703,606,12,6,157,301
704,273,3,3,157,302
705,273,3,3,157,302
273,347,12,3,157,302
609,347,12,3,157,302
599,347,12,5,157,302
273,599,5,5,157,302
598,606,5,5,157,302
273,607,12,3,157,302
599,704,6,5,157,302
599,705,6,5,157,302
606,597,6,5,157,303
603,606,19,5,157,303
603,606,5,5,157,303
598,606,5,5,157,303
599,606,5,5,157,303
598,606,6,5,157,303
607,279,12,3,157,308
607,279,7,3,157,308
279,306,12,3,157,308
607,306,12,3,157,308
607,306,7,3,157,308
279,306,8,3,157,308
706,271,12,6,158,308
706,271,7,6,158,308
271,604,12,3,158,308
346,707,13,2,158,308
271,346,6,5,158,309
265,306,8,3,158,
271,616,3,3,158,
617,161,1,1,159,310
618,161,1,1,159,310
619,161,1,1,159,310
409,161,1,1,159,310
617,271,1,1,159,310
618,271,1,1,159,310
619,271,1,1,159,310
620,271,1,1,159,310
621,271,1,1,159,310
622,271,1,1,159,310
620,330,1,1,159,310
621,330,1,1,159,310
622,330,1,1,159,310
623,622,1,1,159,310
306,271,18,3,,
271,306,12,3,,
271,306,3,3,,
271,330,2,2,,
